conv1_pruning,conv2_pruning,conv3_pruning,conv4_pruning,conv5_pruning,conv1_bits,conv2_bits,conv3_bits,conv4_bits,conv5_bits,conv1_bram,conv2_bram,conv3_bram,conv4_bram,conv5_bram,brams,accuracy
18,27,69,72,132,6,8,6,6,6,3.5,6.5,12.0,12.5,22.5,57.0,0.2929047907822923
18,27,69,72,135,6,8,6,6,8,3.5,6.5,12.0,12.5,30.5,65.0,0.30563978168587025
18,27,69,72,126,6,8,6,6,8,3.5,6.5,12.0,12.5,28.5,63.0,0.2759248029108551
18,27,69,69,135,6,8,6,6,6,3.5,6.5,12.0,12.0,23.0,57.0,0.3135233474833232
18,27,69,69,132,6,8,6,6,6,3.5,6.5,12.0,12.0,22.5,56.5,0.2935112189205579
18,27,69,69,135,6,8,6,6,8,3.5,6.5,12.0,12.0,30.5,64.5,0.31412977562158884
18,27,69,69,126,6,8,6,6,8,3.5,6.5,12.0,12.0,28.5,62.5,0.27956337174044876
18,27,69,72,135,6,8,6,8,6,3.5,6.5,12.0,16.5,23.0,61.5,0.30927835051546393
18,27,69,72,132,6,8,6,8,6,3.5,6.5,12.0,16.5,22.5,61.0,0.29533050333535477
18,27,69,72,135,6,8,6,8,8,3.5,6.5,12.0,16.5,30.5,69.0,0.31109763493026077
18,27,69,72,126,6,8,6,8,8,3.5,6.5,12.0,16.5,28.5,67.0,0.2771376591873863
18,27,69,63,135,6,8,6,8,6,3.5,6.5,12.0,14.5,23.0,59.5,0.33778047301394787
18,27,69,63,132,6,8,6,8,6,3.5,6.5,12.0,14.5,22.5,59.0,0.3292904790782292
18,27,69,63,135,6,8,6,8,8,3.5,6.5,12.0,14.5,30.5,67.0,0.3389933292904791
18,27,69,63,126,6,8,6,8,8,3.5,6.5,12.0,14.5,28.5,65.0,0.30927835051546393
18,27,72,72,135,6,8,8,6,6,3.5,6.5,16.5,12.5,23.0,62.0,0.3238326258338387
18,27,72,72,132,6,8,8,6,6,3.5,6.5,16.5,12.5,22.5,61.5,0.31049120679199516
18,27,72,72,135,6,8,8,6,8,3.5,6.5,16.5,12.5,30.5,69.5,0.32504548211036993
18,27,72,72,126,6,8,8,6,8,3.5,6.5,16.5,12.5,28.5,67.5,0.2916919345057611
18,27,72,69,135,6,8,8,6,6,3.5,6.5,16.5,12.0,23.0,61.5,0.32080048514251064
18,27,72,69,132,6,8,8,6,6,3.5,6.5,16.5,12.0,22.5,61.0,0.30442692540933897
18,27,72,69,135,6,8,8,6,8,3.5,6.5,16.5,12.0,30.5,69.0,0.328077622801698
18,27,72,69,126,6,8,8,6,8,3.5,6.5,16.5,12.0,28.5,67.0,0.2910855063674955
18,27,72,72,135,6,8,8,8,6,3.5,6.5,16.5,16.5,23.0,66.0,0.32080048514251064
18,27,72,72,132,6,8,8,8,6,3.5,6.5,16.5,16.5,22.5,65.5,0.31049120679199516
18,27,72,72,135,6,8,8,8,8,3.5,6.5,16.5,16.5,30.5,73.5,0.3226197695573075
18,27,72,72,126,6,8,8,8,8,3.5,6.5,16.5,16.5,28.5,71.5,0.28926622195269863
18,27,72,63,135,6,8,8,8,6,3.5,6.5,16.5,14.5,23.0,64.0,0.3335354760460885
18,27,72,63,132,6,8,8,8,6,3.5,6.5,16.5,14.5,22.5,63.5,0.3177683444511825
18,27,72,63,135,6,8,8,8,8,3.5,6.5,16.5,14.5,30.5,71.5,0.33414190418435413
18,27,72,63,126,6,8,8,8,8,3.5,6.5,16.5,14.5,28.5,69.5,0.31109763493026077
18,27,63,72,135,6,8,8,6,6,3.5,6.5,14.5,12.5,23.0,60.0,0.25712553062462096
18,27,63,72,132,6,8,8,6,6,3.5,6.5,14.5,12.5,22.5,59.5,0.2534869617950273
18,27,63,72,135,6,8,8,6,8,3.5,6.5,14.5,12.5,30.5,67.5,0.25833838690115224
18,27,63,72,126,6,8,8,6,8,3.5,6.5,14.5,12.5,28.5,65.5,0.24378411158277744
18,27,63,69,135,6,8,8,6,6,3.5,6.5,14.5,12.0,23.0,59.5,0.2644026682838084
18,27,63,69,132,6,8,8,6,6,3.5,6.5,14.5,12.0,22.5,59.0,0.2601576713159491
18,27,63,69,135,6,8,8,6,8,3.5,6.5,14.5,12.0,30.5,67.0,0.265009096422074
18,27,63,69,126,6,8,8,6,8,3.5,6.5,14.5,12.0,28.5,65.0,0.2534869617950273
18,27,63,72,135,6,8,8,8,6,3.5,6.5,14.5,16.5,23.0,64.0,0.2607640994542147
18,27,63,72,132,6,8,8,8,6,3.5,6.5,14.5,16.5,22.5,63.5,0.25712553062462096
18,27,63,72,135,6,8,8,8,8,3.5,6.5,14.5,16.5,30.5,71.5,0.25833838690115224
18,27,63,72,126,6,8,8,8,8,3.5,6.5,14.5,16.5,28.5,69.5,0.24620982413583992
18,27,63,63,135,6,8,8,8,6,3.5,6.5,14.5,14.5,23.0,62.0,0.3007883565797453
18,27,63,63,132,6,8,8,8,6,3.5,6.5,14.5,14.5,22.5,61.5,0.28865979381443296
18,27,63,63,135,6,8,8,8,8,3.5,6.5,14.5,14.5,30.5,69.5,0.3020012128562765
